[INFO ] [2023-02-04 22:47:50,473] Register - Step 01: Open Register Link at Home Page
[INFO ] [2023-02-28 10:26:11,849] Login - Step 05: Verify My Account link displayed
[INFO ] [2023-02-28 10:29:37,377] Validate - Step 01: Open Register Link at Home Page
[INFO ] [2023-02-28 10:29:38,433] Validate - Step 02: Click to Register button
[INFO ] [2023-02-28 10:29:38,581] Validate - Step 03: Validate error message at First name textbox
[INFO ] [2023-02-28 10:29:38,669]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:38,669] Validate - Step 04: Validate error message at Last name textbox
[INFO ] [2023-02-28 10:29:38,751]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:38,751] Validate - Step 05: Validate error message at Email textbox
[INFO ] [2023-02-28 10:29:38,826]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:38,826] Validate - Step 06: Validate error message at Password textbox
[INFO ] [2023-02-28 10:29:38,905]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:38,905] Validate - Step 07: Validate error message at Confirm Password textbox
[INFO ] [2023-02-28 10:29:38,983]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:39,066] Register - Step 01: Refresh the Register page
[INFO ] [2023-02-28 10:29:39,076] Register - Step 02: click to Radio button
[INFO ] [2023-02-28 10:29:39,546] Register - Step 03: Input to FirstName with valueKhang
[INFO ] [2023-02-28 10:29:39,715] Register - Step 04: Input to LastName with valueRitski
[INFO ] [2023-02-28 10:29:39,900] Register - Step 05: Select dropdown with value: 19
[INFO ] [2023-02-28 10:29:40,047] Register - Step 06: Select dropdown with value: March
[INFO ] [2023-02-28 10:29:40,201] Register - Step 07: Select dropdown with value: 1987
[INFO ] [2023-02-28 10:29:40,347] Register - Step 08: Input to Email with valueautomationkfc90363@testing.com
[INFO ] [2023-02-28 10:29:40,548] Register - Step 09: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-02-28 10:29:40,889] Register - Step 10: Click to Register button at Register page
[INFO ] [2023-02-28 10:29:41,637] Register - Step 11: Verify Success message displayed
[INFO ] [2023-02-28 10:29:41,725]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:29:41,725] Register - Step 12: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-02-28 10:30:12,341] Login - Step 01: Open Login Link At Home Page
[INFO ] [2023-02-28 10:30:12,852] Login - Step 02: Input to Email textbox with value: automationkfc90363@testing.com
[INFO ] [2023-02-28 10:30:13,050] Login - Step 03: Input to Email textbox with value: 123456?Aa
[INFO ] [2023-02-28 10:30:13,234] Login - Step 04: Click to Login button at Login page
[INFO ] [2023-02-28 10:30:14,000] Login - Step 05: Verify My Account link displayed
[INFO ] [2023-02-28 10:30:14,084]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:40,680] Validate - Step 01: Open Register Link at Home Page
[INFO ] [2023-02-28 10:33:41,277] Validate - Step 02: Click to Register button
[INFO ] [2023-02-28 10:33:41,430] Validate - Step 03: Validate error message at First name textbox
[INFO ] [2023-02-28 10:33:41,507]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:41,507] Validate - Step 04: Validate error message at Last name textbox
[INFO ] [2023-02-28 10:33:41,581]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:41,581] Validate - Step 05: Validate error message at Email textbox
[INFO ] [2023-02-28 10:33:41,660]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:41,660] Validate - Step 06: Validate error message at Password textbox
[INFO ] [2023-02-28 10:33:41,740]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:41,740] Validate - Step 07: Validate error message at Confirm Password textbox
[INFO ] [2023-02-28 10:33:41,818]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:41,904] Register - Step 01: Refresh the Register page
[INFO ] [2023-02-28 10:33:41,910] Register - Step 02: click to Radio button
[INFO ] [2023-02-28 10:33:42,395] Register - Step 03: Input to FirstName with valueKhang
[INFO ] [2023-02-28 10:33:42,563] Register - Step 04: Input to LastName with valueRitski
[INFO ] [2023-02-28 10:33:42,759] Register - Step 05: Select dropdown with value: 19
[INFO ] [2023-02-28 10:33:42,909] Register - Step 06: Select dropdown with value: March
[INFO ] [2023-02-28 10:33:43,062] Register - Step 07: Select dropdown with value: 1987
[INFO ] [2023-02-28 10:33:43,220] Register - Step 08: Input to Email with valueautomationkfc10913@testing.com
[INFO ] [2023-02-28 10:33:43,398] Register - Step 09: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-02-28 10:33:43,746] Register - Step 10: Click to Register button at Register page
[INFO ] [2023-02-28 10:33:44,561] Register - Step 11: Verify Success message displayed
[INFO ] [2023-02-28 10:33:44,641]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:33:44,642] Register - Step 12: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-02-28 10:33:45,110] Login - Step 01: Open Login Link At Home Page
[INFO ] [2023-02-28 10:41:44,980] Validate - Step 01: Open Register Link at Home Page
[INFO ] [2023-02-28 10:41:46,099] Validate - Step 02: Click to Register button
[INFO ] [2023-02-28 10:41:46,249] Validate - Step 03: Validate error message at First name textbox
[INFO ] [2023-02-28 10:41:46,338]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:46,338] Validate - Step 04: Validate error message at Last name textbox
[INFO ] [2023-02-28 10:41:46,416]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:46,416] Validate - Step 05: Validate error message at Email textbox
[INFO ] [2023-02-28 10:41:46,493]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:46,493] Validate - Step 06: Validate error message at Password textbox
[INFO ] [2023-02-28 10:41:46,574]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:46,574] Validate - Step 07: Validate error message at Confirm Password textbox
[INFO ] [2023-02-28 10:41:46,651]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:46,742] Register - Step 01: Refresh the Register page
[INFO ] [2023-02-28 10:41:46,758] Register - Step 02: click to Radio button
[INFO ] [2023-02-28 10:41:47,229] Register - Step 03: Input to FirstName with valueKhang
[INFO ] [2023-02-28 10:41:47,397] Register - Step 04: Input to LastName with valueRitski
[INFO ] [2023-02-28 10:41:47,579] Register - Step 05: Select dropdown with value: 19
[INFO ] [2023-02-28 10:41:47,729] Register - Step 06: Select dropdown with value: March
[INFO ] [2023-02-28 10:41:47,886] Register - Step 07: Select dropdown with value: 1987
[INFO ] [2023-02-28 10:41:48,043] Register - Step 08: Input to Email with valueautomationkfc64277@testing.com
[INFO ] [2023-02-28 10:41:48,226] Register - Step 09: Input to Password Textbox with value: 123456?Aa
[INFO ] [2023-02-28 10:41:48,570] Register - Step 10: Click to Register button at Register page
[INFO ] [2023-02-28 10:41:49,319] Register - Step 11: Verify Success message displayed
[INFO ] [2023-02-28 10:41:49,405]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-28 10:41:49,405] Register - Step 12: Click to Continue button at Register page and navigate to Home page
[INFO ] [2023-02-28 10:41:49,873] Login - Step 01: Open Login Link At Home Page
[INFO ] [2023-02-28 10:41:50,350] Login - Step 02: Input to Email textbox with value: automationkfc64277@testing.com
[INFO ] [2023-02-28 10:41:50,515] Login - Step 03: Input to Email textbox with value: 123456?Aa
[INFO ] [2023-02-28 10:41:50,665] Login - Step 04: Click to Login button at Login page
[INFO ] [2023-02-28 10:41:51,440] Login - Step 05: Verify My Account link displayed
[INFO ] [2023-02-28 10:41:51,521]  -------------------------- PASSED -------------------------- 
